TRACK_ID|NAME|ALBUM|ARTIST_NAME|COMPOSER|MILLISECONDS|GENRE|MEDIA_TYPE
429|The Miracle|Greatest Hits II|Queen|Queen|294974|Rock|MPEG audio file
430|I'm Going Slightly Mad|Greatest Hits II|Queen|Queen|248032|Rock|MPEG audio file
431|The Invisible Man|Greatest Hits II|Queen|Queen|238994|Rock|MPEG audio file
432|Hammer To Fall|Greatest Hits II|Queen|Brian May|220316|Rock|MPEG audio file
433|Friends Will Be Friends|Greatest Hits II|Queen|Freddie Mercury & John Deacon|248920|Rock|MPEG audio file
434|The Show Must Go On|Greatest Hits II|Queen|Queen|263784|Rock|MPEG audio file
435|One Vision|Greatest Hits II|Queen|Queen|242599|Rock|MPEG audio file
436|Detroit Rock City|Greatest Kiss|Kiss|Paul Stanley, B. Ezrin|218880|Rock|MPEG audio file
437|Black Diamond|Greatest Kiss|Kiss|Paul Stanley|314148|Rock|MPEG audio file
438|Hard Luck Woman|Greatest Kiss|Kiss|Paul Stanley|216032|Rock|MPEG audio file
439|Sure Know Something|Greatest Kiss|Kiss|Paul Stanley, Vincent Poncia|242468|Rock|MPEG audio file
440|Love Gun|Greatest Kiss|Kiss|Paul Stanley|196257|Rock|MPEG audio file
441|Deuce|Greatest Kiss|Kiss|Gene Simmons|185077|Rock|MPEG audio file
442|Goin' Blind|Greatest Kiss|Kiss|Gene Simmons, S. Coronel|216215|Rock|MPEG audio file
443|Shock Me|Greatest Kiss|Kiss|Ace Frehley|227291|Rock|MPEG audio file
444|Do You Love Me|Greatest Kiss|Kiss|Paul Stanley, B. Ezrin, K. Fowley|214987|Rock|MPEG audio file
445|She|Greatest Kiss|Kiss|Gene Simmons, S. Coronel|248346|Rock|MPEG audio file
446|I Was Made For Loving You|Greatest Kiss|Kiss|Paul Stanley, Vincent Poncia, Desmond Child|271360|Rock|MPEG audio file
447|Shout It Out Loud|Greatest Kiss|Kiss|Paul Stanley, Gene Simmons, B. Ezrin|219742|Rock|MPEG audio file
448|God Of Thunder|Greatest Kiss|Kiss|Paul Stanley|255791|Rock|MPEG audio file
449|Calling Dr. Love|Greatest Kiss|Kiss|Gene Simmons|225332|Rock|MPEG audio file
450|Beth|Greatest Kiss|Kiss|S. Penridge, Bob Ezrin, Peter Criss|166974|Rock|MPEG audio file
451|Strutter|Greatest Kiss|Kiss|Paul Stanley, Gene Simmons|192496|Rock|MPEG audio file
452|Rock And Roll All Nite|Greatest Kiss|Kiss|Paul Stanley, Gene Simmons|173609|Rock|MPEG audio file
453|Cold Gin|Greatest Kiss|Kiss|Ace Frehley|262243|Rock|MPEG audio file
454|Plaster Caster|Greatest Kiss|Kiss|Gene Simmons|207333|Rock|MPEG audio file
455|God Gave Rock 'n' Roll To You|Greatest Kiss|Kiss|Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin|320444|Rock|MPEG audio file
456|Heart of the Night|Heart of the Night|Spyro Gyra||273737|Jazz|MPEG audio file
457|De La Luz|Heart of the Night|Spyro Gyra||315219|Jazz|MPEG audio file
458|Westwood Moon|Heart of the Night|Spyro Gyra||295627|Jazz|MPEG audio file
459|Midnight|Heart of the Night|Spyro Gyra||266866|Jazz|MPEG audio file
460|Playtime|Heart of the Night|Spyro Gyra||273580|Jazz|MPEG audio file
461|Surrender|Heart of the Night|Spyro Gyra||287634|Jazz|MPEG audio file
462|Valentino's|Heart of the Night|Spyro Gyra||296124|Jazz|MPEG audio file
463|Believe|Heart of the Night|Spyro Gyra||310778|Jazz|MPEG audio file
464|As We Sleep|Heart of the Night|Spyro Gyra||316865|Jazz|MPEG audio file
465|When Evening Falls|Heart of the Night|Spyro Gyra||298135|Jazz|MPEG audio file
466|J Squared|Heart of the Night|Spyro Gyra||288757|Jazz|MPEG audio file
467|Best Thing|Heart of the Night|Spyro Gyra||274259|Jazz|MPEG audio file
468|Maria|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|167262|Alternative & Punk|MPEG audio file
469|Poprocks And Coke|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|158354|Alternative & Punk|MPEG audio file
470|Longview|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|234083|Alternative & Punk|MPEG audio file
471|Welcome To Paradise|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|224208|Alternative & Punk|MPEG audio file
472|Basket Case|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|181629|Alternative & Punk|MPEG audio file
473|When I Come Around|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|178364|Alternative & Punk|MPEG audio file
474|She|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|134164|Alternative & Punk|MPEG audio file
475|J.A.R. (Jason Andrew Relva)|International Superhits|Green Day|Mike Dirnt -Words Green Day -Music|170997|Alternative & Punk|MPEG audio file
476|Geek Stink Breath|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|135888|Alternative & Punk|MPEG audio file
477|Brain Stew|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|193149|Alternative & Punk|MPEG audio file
478|Jaded|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|90331|Alternative & Punk|MPEG audio file
479|Walking Contradiction|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|151170|Alternative & Punk|MPEG audio file
480|Stuck With Me|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|135523|Alternative & Punk|MPEG audio file
481|Hitchin' A Ride|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|171546|Alternative & Punk|MPEG audio file
482|Good Riddance (Time Of Your Life)|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|153600|Alternative & Punk|MPEG audio file
483|Redundant|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|198164|Alternative & Punk|MPEG audio file
484|Nice Guys Finish Last|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|170187|Alternative & Punk|MPEG audio file
485|Minority|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|168803|Alternative & Punk|MPEG audio file
486|Warning|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|221910|Alternative & Punk|MPEG audio file
487|Waiting|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|192757|Alternative & Punk|MPEG audio file
488|Macy's Day Parade|International Superhits|Green Day|Billie Joe Armstrong -Words Green Day -Music|213420|Alternative & Punk|MPEG audio file
489|Into The Light|Into The Light|David Coverdale|David Coverdale|76303|Rock|MPEG audio file
490|River Song|Into The Light|David Coverdale|David Coverdale|439510|Rock|MPEG audio file
491|She Give Me ...|Into The Light|David Coverdale|David Coverdale|252551|Rock|MPEG audio file
492|Don't You Cry|Into The Light|David Coverdale|David Coverdale|347036|Rock|MPEG audio file
493|Love Is Blind|Into The Light|David Coverdale|David Coverdale/Earl Slick|344999|Rock|MPEG audio file
494|Slave|Into The Light|David Coverdale|David Coverdale/Earl Slick|291892|Rock|MPEG audio file
495|Cry For Love|Into The Light|David Coverdale|Bossi/David Coverdale/Earl Slick|293015|Rock|MPEG audio file
496|Living On Love|Into The Light|David Coverdale|Bossi/David Coverdale/Earl Slick|391549|Rock|MPEG audio file
497|Midnight Blue|Into The Light|David Coverdale|David Coverdale/Earl Slick|298631|Rock|MPEG audio file
498|Too Many Tears|Into The Light|David Coverdale|Adrian Vanderberg/David Coverdale|359497|Rock|MPEG audio file
499|Don't Lie To Me|Into The Light|David Coverdale|David Coverdale/Earl Slick|283585|Rock|MPEG audio file
500|Wherever You May Go|Into The Light|David Coverdale|David Coverdale|239699|Rock|MPEG audio file
501|Grito De Alerta|Meus Momentos|Gonzaguinha|Gonzaga Jr.|202213|Latin|MPEG audio file
502|Não Dá Mais Pra Segurar (Explode Coração)|Meus Momentos|Gonzaguinha||219768|Latin|MPEG audio file
503|Começaria Tudo Outra Vez|Meus Momentos|Gonzaguinha||196545|Latin|MPEG audio file
504|O Que É O Que É ?|Meus Momentos|Gonzaguinha||259291|Latin|MPEG audio file
505|Sangrando|Meus Momentos|Gonzaguinha|Gonzaga Jr/Gonzaguinha|169717|Latin|MPEG audio file
506|Diga Lá, Coração|Meus Momentos|Gonzaguinha||255921|Latin|MPEG audio file
507|Lindo Lago Do Amor|Meus Momentos|Gonzaguinha|Gonzaga Jr.|249678|Latin|MPEG audio file
508|Eu Apenas Queria Que Voçê Soubesse|Meus Momentos|Gonzaguinha||155637|Latin|MPEG audio file
509|Com A Perna No Mundo|Meus Momentos|Gonzaguinha|Gonzaga Jr.|227448|Latin|MPEG audio file
510|E Vamos À Luta|Meus Momentos|Gonzaguinha||222406|Latin|MPEG audio file
511|Um Homem Também Chora (Guerreiro Menino)|Meus Momentos|Gonzaguinha||207229|Latin|MPEG audio file
512|Comportamento Geral|Meus Momentos|Gonzaguinha|Gonzaga Jr|181577|Latin|MPEG audio file
513|Ponto De Interrogação|Meus Momentos|Gonzaguinha||180950|Latin|MPEG audio file
514|Espere Por Mim, Morena|Meus Momentos|Gonzaguinha|Gonzaguinha|207072|Latin|MPEG audio file
529|Balada Do Louco|Minha História|Os Mutantes|Arnaldo Baptista - Rita Lee|241057|Alternative & Punk|MPEG audio file
530|Ando Meio Desligado|Minha História|Os Mutantes|Arnaldo Baptista - Rita Lee -  Sérgio Dias|287817|Alternative & Punk|MPEG audio file
531|Top Top|Minha História|Os Mutantes|Os Mutantes - Arnolpho Lima Filho|146938|Alternative & Punk|MPEG audio file
532|Baby|Minha História|Os Mutantes|Caetano Veloso|177188|Alternative & Punk|MPEG audio file
533|A E O Z|Minha História|Os Mutantes|Mutantes|518556|Alternative & Punk|MPEG audio file
534|Panis Et Circenses|Minha História|Os Mutantes|Caetano Veloso - Gilberto Gil|125152|Alternative & Punk|MPEG audio file
535|Chão De Estrelas|Minha História|Os Mutantes|Orestes Barbosa-Sílvio Caldas|284813|Alternative & Punk|MPEG audio file
536|Vida De Cachorro|Minha História|Os Mutantes|Rita Lee - Arnaldo Baptista - Sérgio Baptista|195186|Alternative & Punk|MPEG audio file
537|Bat Macumba|Minha História|Os Mutantes|Gilberto Gil - Caetano Veloso|187794|Alternative & Punk|MPEG audio file
538|Desculpe Babe|Minha História|Os Mutantes|Arnaldo Baptista - Rita Lee|170422|Alternative & Punk|MPEG audio file
539|Rita Lee|Minha História|Os Mutantes|Arnaldo Baptista/Rita Lee/Sérgio Dias|189257|Alternative & Punk|MPEG audio file
540|Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll|Minha História|Os Mutantes|Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho|222955|Alternative & Punk|MPEG audio file
541|Banho De Lua|Minha História|Os Mutantes|B. de Filippi - F. Migliaci - Versão: Fred Jorge|221831|Alternative & Punk|MPEG audio file
542|Meu Refrigerador Não Funciona|Minha História|Os Mutantes|Arnaldo Baptista - Rita Lee - Sérgio Dias|382981|Alternative & Punk|MPEG audio file
543|Burn|MK III The Final Concerts [Disc 1]|Deep Purple|Coverdale/Lord/Paice|453955|Rock|MPEG audio file
544|Stormbringer|MK III The Final Concerts [Disc 1]|Deep Purple|Coverdale|277133|Rock|MPEG audio file
545|Gypsy|MK III The Final Concerts [Disc 1]|Deep Purple|Coverdale/Hughes/Lord/Paice|339173|Rock|MPEG audio file
546|Lady Double Dealer|MK III The Final Concerts [Disc 1]|Deep Purple|Coverdale|233586|Rock|MPEG audio file
547|Mistreated|MK III The Final Concerts [Disc 1]|Deep Purple|Coverdale|758648|Rock|MPEG audio file
548|Smoke On The Water|MK III The Final Concerts [Disc 1]|Deep Purple|Gillan/Glover/Lord/Paice|618031|Rock|MPEG audio file
549|You Fool No One|MK III The Final Concerts [Disc 1]|Deep Purple|Coverdale/Lord/Paice|804101|Rock|MPEG audio file
550|Custard Pie|Physical Graffiti [Disc 1]|Led Zeppelin|Jimmy Page/Robert Plant|253962|Rock|MPEG audio file
551|The Rover|Physical Graffiti [Disc 1]|Led Zeppelin|Jimmy Page/Robert Plant|337084|Rock|MPEG audio file
552|In My Time Of Dying|Physical Graffiti [Disc 1]|Led Zeppelin|John Bonham/John Paul Jones|666017|Rock|MPEG audio file
553|Houses Of The Holy|Physical Graffiti [Disc 1]|Led Zeppelin|Jimmy Page/Robert Plant|242494|Rock|MPEG audio file
554|Trampled Under Foot|Physical Graffiti [Disc 1]|Led Zeppelin|John Paul Jones|336692|Rock|MPEG audio file
555|Kashmir|Physical Graffiti [Disc 1]|Led Zeppelin|John Bonham|508604|Rock|MPEG audio file
556|Imperatriz|Sambas De Enredo 2001|Various Artists|Guga/Marquinho Lessa/Tuninho Professor|339173|Latin|MPEG audio file
557|Beija-Flor|Sambas De Enredo 2001|Various Artists|Caruso/Cleber/Deo/Osmar|327000|Latin|MPEG audio file
558|Viradouro|Sambas De Enredo 2001|Various Artists|Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto|344320|Latin|MPEG audio file
559|Mocidade|Sambas De Enredo 2001|Various Artists|Domenil/J. Brito/Joaozinho/Rap, Marcelo Do|261720|Latin|MPEG audio file
560|Unidos Da Tijuca|Sambas De Enredo 2001|Various Artists|Douglas/Neves, Vicente Das/Silva, Gilmar L./Toninho Gentil/Wantuir|338834|Latin|MPEG audio file
561|Salgueiro|Sambas De Enredo 2001|Various Artists|Augusto/Craig Negoescu/Rocco Filho/Saara, Ze Carlos Da|305920|Latin|MPEG audio file
562|Mangueira|Sambas De Enredo 2001|Various Artists|Bizuca/Clóvis Pê/Gilson Bernini/Marelo D'Aguia|298318|Latin|MPEG audio file
563|União Da Ilha|Sambas De Enredo 2001|Various Artists|Dito/Djalma Falcao/Ilha, Almir Da/Márcio André|330945|Latin|MPEG audio file
564|Grande Rio|Sambas De Enredo 2001|Various Artists|Carlos Santos/Ciro/Claudio Russo/Zé Luiz|307252|Latin|MPEG audio file
565|Portela|Sambas De Enredo 2001|Various Artists|Flavio Bororo/Paulo Apparicio/Wagner Alves/Zeca Sereno|319608|Latin|MPEG audio file
566|Caprichosos|Sambas De Enredo 2001|Various Artists|Gule/Jorge 101/Lequinho/Luiz Piao|351320|Latin|MPEG audio file
567|Tradição|Sambas De Enredo 2001|Various Artists|Adalto Magalha/Lourenco|269165|Latin|MPEG audio file
568|Império Serrano|Sambas De Enredo 2001|Various Artists|Arlindo Cruz/Carlos Sena/Elmo Caetano/Mauricao|334942|Latin|MPEG audio file
569|Tuiuti|Sambas De Enredo 2001|Various Artists|Claudio Martins/David Lima/Kleber Rodrigues/Livre, Cesare Som|259657|Latin|MPEG audio file
570|(Da Le) Yaleo|Supernatural|Santana|Santana|353488|Rock|MPEG audio file
571|Love Of My Life|Supernatural|Santana|Carlos Santana & Dave Matthews|347820|Rock|MPEG audio file
572|Put Your Lights On|Supernatural|Santana|E. Shrody|285178|Rock|MPEG audio file
573|Africa Bamba|Supernatural|Santana|I. Toure, S. Tidiane Toure, Carlos Santana & K. Perazzo|282827|Rock|MPEG audio file
574|Smooth|Supernatural|Santana|M. Itaal Shur & Rob Thomas|298161|Rock|MPEG audio file
575|Do You Like The Way|Supernatural|Santana|L. Hill|354899|Rock|MPEG audio file
576|Maria Maria|Supernatural|Santana|W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow|262635|Rock|MPEG audio file
577|Migra|Supernatural|Santana|R. Taha, Carlos Santana & T. Lindsay|329064|Rock|MPEG audio file
578|Corazon Espinado|Supernatural|Santana|F. Olivera|276114|Rock|MPEG audio file
579|Wishing It Was|Supernatural|Santana|Eale-Eye Cherry, M. Simpson, J. King & M. Nishita|292832|Rock|MPEG audio file
580|El Farol|Supernatural|Santana|Carlos Santana & KC Porter|291160|Rock|MPEG audio file
581|Primavera|Supernatural|Santana|KC Porter & JB Eckl|378618|Rock|MPEG audio file
582|The Calling|Supernatural|Santana|Carlos Santana & C. Thompson|747755|Rock|MPEG audio file
583|Solução|The Best of Ed Motta|Ed Motta||247431|Latin|MPEG audio file
584|Manuel|The Best of Ed Motta|Ed Motta||230269|Latin|MPEG audio file
585|Entre E Ouça|The Best of Ed Motta|Ed Motta||286302|Latin|MPEG audio file
586|Um Contrato Com Deus|The Best of Ed Motta|Ed Motta||202501|Latin|MPEG audio file
587|Um Jantar Pra Dois|The Best of Ed Motta|Ed Motta||244009|Latin|MPEG audio file
588|Vamos Dançar|The Best of Ed Motta|Ed Motta||226194|Latin|MPEG audio file
589|Um Love|The Best of Ed Motta|Ed Motta||181603|Latin|MPEG audio file
590|Seis Da Tarde|The Best of Ed Motta|Ed Motta||238445|Latin|MPEG audio file
591|Baixo Rio|The Best of Ed Motta|Ed Motta||198008|Latin|MPEG audio file
592|Sombras Do Meu Destino|The Best of Ed Motta|Ed Motta||280685|Latin|MPEG audio file
593|Do You Have Other Loves?|The Best of Ed Motta|Ed Motta||295235|Latin|MPEG audio file
594|Agora Que O Dia Acordou|The Best of Ed Motta|Ed Motta||323213|Latin|MPEG audio file
595|Já!!!|The Best of Ed Motta|Ed Motta||217782|Latin|MPEG audio file
596|A Rua|The Best of Ed Motta|Ed Motta||238027|Latin|MPEG audio file
597|Now's The Time|The Essential Miles Davis [Disc 1]|Miles Davis|Miles Davis|197459|Jazz|MPEG audio file
598|Jeru|The Essential Miles Davis [Disc 1]|Miles Davis|Miles Davis|193410|Jazz|MPEG audio file
599|Compulsion|The Essential Miles Davis [Disc 1]|Miles Davis|Miles Davis|345025|Jazz|MPEG audio file
600|Tempus Fugit|The Essential Miles Davis [Disc 1]|Miles Davis|Miles Davis|231784|Jazz|MPEG audio file
601|Walkin'|The Essential Miles Davis [Disc 1]|Miles Davis|Miles Davis|807392|Jazz|MPEG audio file
602|'Round Midnight|The Essential Miles Davis [Disc 1]|Miles Davis|Miles Davis|357459|Jazz|MPEG audio file
603|Bye Bye Blackbird|The Essential Miles Davis [Disc 1]|Miles Davis|Miles Davis|476003|Jazz|MPEG audio file
604|New Rhumba|The Essential Miles Davis [Disc 1]|Miles Davis|Miles Davis|277968|Jazz|MPEG audio file
605|Generique|The Essential Miles Davis [Disc 1]|Miles Davis|Miles Davis|168777|Jazz|MPEG audio file
606|Summertime|The Essential Miles Davis [Disc 1]|Miles Davis|Miles Davis|200437|Jazz|MPEG audio file
607|So What|The Essential Miles Davis [Disc 1]|Miles Davis|Miles Davis|564009|Jazz|MPEG audio file
608|The Pan Piper|The Essential Miles Davis [Disc 1]|Miles Davis|Miles Davis|233769|Jazz|MPEG audio file
609|Someday My Prince Will Come|The Essential Miles Davis [Disc 1]|Miles Davis|Miles Davis|544078|Jazz|MPEG audio file
610|My Funny Valentine (Live)|The Essential Miles Davis [Disc 2]|Miles Davis|Miles Davis|907520|Jazz|MPEG audio file
611|E.S.P.|The Essential Miles Davis [Disc 2]|Miles Davis|Miles Davis|330684|Jazz|MPEG audio file
612|Nefertiti|The Essential Miles Davis [Disc 2]|Miles Davis|Miles Davis|473495|Jazz|MPEG audio file
613|Petits Machins (Little Stuff)|The Essential Miles Davis [Disc 2]|Miles Davis|Miles Davis|487392|Jazz|MPEG audio file
614|Miles Runs The Voodoo Down|The Essential Miles Davis [Disc 2]|Miles Davis|Miles Davis|843964|Jazz|MPEG audio file
615|Little Church (Live)|The Essential Miles Davis [Disc 2]|Miles Davis|Miles Davis|196101|Jazz|MPEG audio file
616|Black Satin|The Essential Miles Davis [Disc 2]|Miles Davis|Miles Davis|316682|Jazz|MPEG audio file
617|Jean Pierre (Live)|The Essential Miles Davis [Disc 2]|Miles Davis|Miles Davis|243461|Jazz|MPEG audio file
618|Time After Time|The Essential Miles Davis [Disc 2]|Miles Davis|Miles Davis|220734|Jazz|MPEG audio file
619|Portia|The Essential Miles Davis [Disc 2]|Miles Davis|Miles Davis|378775|Jazz|MPEG audio file
620|Space Truckin'|The Final Concerts (Disc 2)|Deep Purple|Blackmore/Gillan/Glover/Lord/Paice|1196094|Rock|MPEG audio file
621|Going Down / Highway Star|The Final Concerts (Disc 2)|Deep Purple|Gillan/Glover/Lord/Nix - Blackmore/Paice|913658|Rock|MPEG audio file
622|Mistreated (Alternate Version)|The Final Concerts (Disc 2)|Deep Purple|Blackmore/Coverdale|854700|Rock|MPEG audio file
623|You Fool No One (Alternate Version)|The Final Concerts (Disc 2)|Deep Purple|Blackmore/Coverdale/Lord/Paice|763924|Rock|MPEG audio file
624|Jeepers Creepers|Up An' Atom|Gene Krupa||185965|Jazz|MPEG audio file
625|Blue Rythm Fantasy|Up An' Atom|Gene Krupa||348212|Jazz|MPEG audio file
626|Drum Boogie|Up An' Atom|Gene Krupa||191555|Jazz|MPEG audio file
627|Let Me Off Uptown|Up An' Atom|Gene Krupa||187637|Jazz|MPEG audio file
628|Leave Us Leap|Up An' Atom|Gene Krupa||182726|Jazz|MPEG audio file
629|Opus No.1|Up An' Atom|Gene Krupa||179800|Jazz|MPEG audio file
630|Boogie Blues|Up An' Atom|Gene Krupa||204199|Jazz|MPEG audio file
631|How High The Moon|Up An' Atom|Gene Krupa||201430|Jazz|MPEG audio file
632|Disc Jockey Jump|Up An' Atom|Gene Krupa||193149|Jazz|MPEG audio file
633|Up An' Atom|Up An' Atom|Gene Krupa||179565|Jazz|MPEG audio file
634|Bop Boogie|Up An' Atom|Gene Krupa||189596|Jazz|MPEG audio file
635|Lemon Drop|Up An' Atom|Gene Krupa||194089|Jazz|MPEG audio file
636|Coronation Drop|Up An' Atom|Gene Krupa||176222|Jazz|MPEG audio file
637|Overtime|Up An' Atom|Gene Krupa||163030|Jazz|MPEG audio file
638|Imagination|Up An' Atom|Gene Krupa||289306|Jazz|MPEG audio file
639|Don't Take Your Love From Me|Up An' Atom|Gene Krupa||282331|Jazz|MPEG audio file
640|Midget|Up An' Atom|Gene Krupa||217025|Jazz|MPEG audio file
641|I'm Coming Virginia|Up An' Atom|Gene Krupa||280163|Jazz|MPEG audio file
642|Payin' Them Dues Blues|Up An' Atom|Gene Krupa||198556|Jazz|MPEG audio file
643|Jungle Drums|Up An' Atom|Gene Krupa||199627|Jazz|MPEG audio file
644|Showcase|Up An' Atom|Gene Krupa||201560|Jazz|MPEG audio file
645|Swedish Schnapps|Up An' Atom|Gene Krupa||191268|Jazz|MPEG audio file
646|Samba Da Bênção|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||409965|Bossa Nova|MPEG audio file
647|Pot-Pourri N.º 4|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||392437|Bossa Nova|MPEG audio file
648|Onde Anda Você|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||168437|Bossa Nova|MPEG audio file
649|Samba Da Volta|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||170631|Bossa Nova|MPEG audio file
650|Canto De Ossanha|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||204956|Bossa Nova|MPEG audio file
651|Pot-Pourri N.º 5|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||219898|Bossa Nova|MPEG audio file
652|Formosa|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||137482|Bossa Nova|MPEG audio file
653|Como É Duro Trabalhar|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||226168|Bossa Nova|MPEG audio file
654|Minha Namorada|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||244297|Bossa Nova|MPEG audio file
655|Por Que Será|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||162142|Bossa Nova|MPEG audio file
656|Berimbau|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||190667|Bossa Nova|MPEG audio file
657|Deixa|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||179826|Bossa Nova|MPEG audio file
658|Pot-Pourri N.º 2|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||211748|Bossa Nova|MPEG audio file
659|Samba Em Prelúdio|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||212636|Bossa Nova|MPEG audio file
660|Carta Ao Tom 74|Vinícius De Moraes - Sem Limite|Toquinho & Vinícius||162560|Bossa Nova|MPEG audio file
661|Linha de Passe (João Bosco)|Vozes do MPB|Various Artists||230948|Latin|MPEG audio file
662|Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)|Vozes do MPB|Various Artists||163970|Latin|MPEG audio file
663|Chão de Giz (Elba Ramalho)|Vozes do MPB|Various Artists||274834|Latin|MPEG audio file
664|Marina (Dorival Caymmi)|Vozes do MPB|Various Artists||172643|Latin|MPEG audio file
665|Aquarela (Toquinho)|Vozes do MPB|Various Artists||259944|Latin|MPEG audio file
666|Coração do Agreste (Fafá de Belém)|Vozes do MPB|Various Artists||258194|Latin|MPEG audio file
667|Dona (Roupa Nova)|Vozes do MPB|Various Artists||243356|Latin|MPEG audio file
668|Começaria Tudo Outra Vez (Maria Creuza)|Vozes do MPB|Various Artists||206994|Latin|MPEG audio file
669|Caçador de Mim (Sá & Guarabyra)|Vozes do MPB|Various Artists||238341|Latin|MPEG audio file
670|Romaria (Renato Teixeira)|Vozes do MPB|Various Artists||244793|Latin|MPEG audio file
671|As Rosas Não Falam (Beth Carvalho)|Vozes do MPB|Various Artists||116767|Latin|MPEG audio file
672|Wave (Os Cariocas)|Vozes do MPB|Various Artists||130063|Latin|MPEG audio file
673|Garota de Ipanema (Dick Farney)|Vozes do MPB|Various Artists||174367|Latin|MPEG audio file
674|Preciso Apender a Viver Só (Maysa)|Vozes do MPB|Various Artists||143464|Latin|MPEG audio file
675|Susie Q|Chronicle, Vol. 1|Creedence Clearwater Revival|Hawkins-Lewis-Broadwater|275565|Rock|MPEG audio file
676|I Put A Spell On You|Chronicle, Vol. 1|Creedence Clearwater Revival|Jay Hawkins|272091|Rock|MPEG audio file
677|Proud Mary|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|189022|Rock|MPEG audio file
678|Bad Moon Rising|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|140146|Rock|MPEG audio file
679|Lodi|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|191451|Rock|MPEG audio file
680|Green River|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|154279|Rock|MPEG audio file
681|Commotion|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|162899|Rock|MPEG audio file
682|Down On The Corner|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|164858|Rock|MPEG audio file
683|Fortunate Son|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|140329|Rock|MPEG audio file
684|Travelin' Band|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|129358|Rock|MPEG audio file
685|Who'll Stop The Rain|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|149394|Rock|MPEG audio file
686|Up Around The Bend|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|162429|Rock|MPEG audio file
687|Run Through The Jungle|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|186044|Rock|MPEG audio file
688|Lookin' Out My Back Door|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|152946|Rock|MPEG audio file
689|Long As I Can See The Light|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|213237|Rock|MPEG audio file
690|I Heard It Through The Grapevine|Chronicle, Vol. 1|Creedence Clearwater Revival|Whitfield-Strong|664894|Rock|MPEG audio file
691|Have You Ever Seen The Rain?|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|160052|Rock|MPEG audio file
692|Hey Tonight|Chronicle, Vol. 1|Creedence Clearwater Revival|J. C. Fogerty|162847|Rock|MPEG audio file
